Name,Rating,Tweet,cuisines,Sentiment,Current_Rating,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juice Shop,2.3,Food poisoning is a nightmare. It's not just the physical symptoms but also the anxiety and fear of getting sick again. #StayVigilant #FoodSafetyFirst,"North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matru Sagar,2.3,Just spent the whole night throwing up because of a foodborne illness. This is why I hate eating out sometimes.,"North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Matru Sagar,2.3,Food poisoning is no joke. I can't believe the restaurant didn't properly handle the food. Disgusting.,"North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mughlai Kitchen,2.3,I don't understand why some people still don't take food safety seriously. Getting sick from contaminated food is just unacceptable.,"North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mughlai Kitchen,2.3,Another outbreak of foodborne illness? When are food companies going to start prioritizing our health over their profits?,"North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sattvam,2.3,"I can't believe how often I hear about people getting sick from food. It's 2023, why are we still dealing with this?","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sattvam,2.3,"""Just spent my weekend in bed because of a nasty case of food poisoning. Thanks a lot, contaminated food.""","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timepass Dinner,2.3,"""Another outbreak of foodborne illness? When will we learn?""","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timepass Dinner,2.3,"""I'm so sick of hearing about outbreaks of E. coli and Salmonella. When will the food industry start taking safety seriously?""","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunt's Biriyani Palace,2.3,"There's nothing worse than the stomach-churning, gut-wrenching feeling of foodborne illness. It's a reminder to always be careful what you eat. #StaySafe #FoodSafetyAwareness","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bunt's Biriyani Palace,2.3,"""It's outrageous that we have to worry about getting sick from the food we eat. Something needs to change.""","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Food Geek,2.3,Food poisoning is a nightmare. It's not just the physical symptoms but also the anxiety and fear of getting sick again. #StayVigilant #FoodSafetyFirst,"North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Food Geek,2.3,"""I can't believe how often I hear about people getting sick from food. It's 2023, why are we still dealing with this?""","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hari Super Sandwich,2.3,"""I'm so sick of hearing about outbreaks of E. coli and Salmonella. When will the food industry start taking safety seriously?""","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hari Super Sandwich,2.3,"""I wouldn't wish food poisoning on my worst enemy. It's a miserable experience.""","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karama Restaurant,2.3,"""Just spent the whole night throwing up because of a foodborne illness. This is why I hate eating out sometimes.""","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Karama Restaurant,2.3,"""The fact that we have to worry about getting sick from the food we eat is unacceptable. It's time for the food industry to do better.""","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranganna Military Hotel,2.3,"There's nothing worse than the stomach-churning, gut-wrenching feeling of foodborne illness. It's a reminder to always be careful what you eat. #StaySafe #FoodSafetyAwareness","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranganna Military Hotel,2.3,"""Another outbreak of foodborne illness? When will we learn?""","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ranganna Military Hotel,2.3,Food poisoning is a nightmare. It's not just the physical symptoms but also the anxiety and fear of getting sick again. #StayVigilant #FoodSafetyFirst,"North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shree Udupi Grand,2.3,"""I don't understand why some people still don't take food safety seriously. Getting sick from contaminated food is just wrong.""","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shree Udupi Grand,2.3,"""Just spent the whole night throwing up because of a foodborne illness. This is why I hate eating out sometimes.""","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stop 'N' Joy,2.3,"""Foodborne illness is not just a minor inconvenience. It can be incredibly dangerous and even deadly.""","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Stop 'N' Joy,2.3,"There's nothing worse than the stomach-churning, gut-wrenching feeling of foodborne illness. It's a reminder to always be careful what you eat. #StaySafe #FoodSafetyAwareness","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abhiruchi Hotel,2.3,"""I used to love trying new restaurants, but now I'm too scared of getting food poisoning. It's just not worth the risk.""","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abhiruchi Hotel,2.3,"""How can we trust the food industry when they can't even keep our food safe from contamination?""","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abhiruchi Hotel,2.3,"""Foodborne illness is not just a problem in developing countries. It happens here in the US too.""","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Abhiruchi Hotel,2.3,"""I hate the fact that I have to worry about getting sick every time I eat out. It's not fair to consumers.""","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anand Sagar Inn,2.3,"""Foodborne illness is not just a minor inconvenience. It can be incredibly dangerous and even deadly.""","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Anand Sagar Inn,2.3,"""The worst part about food poisoning is the uncertainty. You never know when it's going to strike.""","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cafe Potpourri,2.3,"""Foodborne illness is not just a problem in developing countries. It happens here in the US too.""","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cafe Potpourri,2.3,"""I'm tired of hearing about food recalls and outbreaks. When will we be able to trust the food we eat?""","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domino's Pizza,2.3,"""Foodborne illness is not just a minor inconvenience. It can be incredibly dangerous and even deadly.""","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Domino's Pizza,2.3,"""It's frustrating that we have to be our own food safety inspectors. The food industry should be doing a better job.""","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fresh Kitchen,2.3,"""Foodborne illness is not just a minor inconvenience. It can be incredibly dangerous and even deadly.""","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fresh Kitchen,2.3,"""The cost of a meal should not include the risk of getting sick. Food safety should be a top priority.""","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rajdhani Thali Restaurant,2.3,"""Foodborne illness is not just a minor inconvenience. It can be incredibly dangerous and even deadly.""","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rajdhani Thali Restaurant,2.3,"""Foodborne illness is not just a problem in developing countries. It happens here in the US too.""","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roti Wala,2.3,"""Foodborne illness is not just a minor inconvenience. It can be incredibly dangerous and even deadly.""","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Roti Wala,2.3,"""I don't care how delicious the food is, if it's not safe to eat then I don't want it.""","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLV Corner Restaurant,2.3,"""Foodborne illness is not just a minor inconvenience. It can be incredibly dangerous and even deadly.""","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SLV Corner Restaurant,2.3,"""The fact that foodborne illness is so common is a failure of the food industry.""","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Guru Kottureshwara Davangere Benne Dosa,2.3,I can't believe how often restaurants get away with serving contaminated food. It's time for stricter regulations.,"North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Guru Kottureshwara Davangere Benne Dosa,2.3,"""Just spent my weekend in bed because of a nasty case of food poisoning. Thanks a lot, contaminated food.""","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Hunger Room,2.3,Another outbreak of foodborne illness? When are food companies going to start prioritizing our health over their profits?,"North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Hunger Room,2.3,"""I'm so sick of hearing about outbreaks of E. coli and Salmonella. When will the food industry start taking safety seriously?""","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Udupi Grand,2.3,"Had to cancel my weekend plans because of a nasty case of foodborne illness. Thanks for ruining my weekend, contaminated food. #Angry #NotFair","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Udupi Grand,2.3,"""It's outrageous that we have to worry about getting sick from the food we eat. Something needs to change.""","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arabian Mexico,2.3,I can't believe how often restaurants get away with serving contaminated food. It's time for stricter regulations.,"North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arabian Mexico,2.3,"""I can't believe how often I hear about people getting sick from food. It's 2023, why are we still dealing with this?""","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corner House Ice Cream,2.3,"Had to cancel my weekend plans because of a nasty case of foodborne illness. Thanks for ruining my weekend, contaminated food. #Angry #NotFair","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corner House Ice Cream,2.3,"""I wouldn't wish food poisoning on my worst enemy. It's a miserable experience.""","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D2V Cafe,2.3,Another outbreak of foodborne illness? When are food companies going to start prioritizing our health over their profits?,"North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D2V Cafe,2.3,"""The fact that we have to worry about getting sick from the food we eat is unacceptable. It's time for the food industry to do better.""","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darjeeling Momos & Fast Food Center,2.3,I can't believe how often restaurants get away with serving contaminated food. It's time for stricter regulations.,"North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darjeeling Momos & Fast Food Center,2.3,"""Another outbreak of foodborne illness? When will we learn?""","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foodiction,2.3,"Had to cancel my weekend plans because of a nasty case of foodborne illness. Thanks for ruining my weekend, contaminated food. #Angry #NotFair","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foodiction,2.3,"""I don't understand why some people still don't take food safety seriously. Getting sick from contaminated food is just wrong.""","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gorbandh,2.3,Another outbreak of foodborne illness? When are food companies going to start prioritizing our health over their profits?,"North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gorbandh,2.3,"""Foodborne illness is not just a minor inconvenience. It can be incredibly dangerous and even deadly.""","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juice Junction Food Court,2.3,I can't believe how often restaurants get away with serving contaminated food. It's time for stricter regulations.,"North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juice Junction Food Court,2.3,"""I used to love trying new restaurants, but now I'm too scared of getting food poisoning. It's just not worth the risk.""","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sher-E-Punjab,2.3,I don't understand why some people still don't take food safety seriously. Getting sick from contaminated food is just unacceptable.,"North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sher-E-Punjab,2.3,Another outbreak of foodborne illness? When are food companies going to start prioritizing our health over their profits?,"North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subway,2.3,"I can't believe how often I hear about people getting sick from food. It's 2023, why are we still dealing with this?","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subway,2.3,The fact that we have to worry about getting sick from the food we eat is ridiculous. Something needs to change.,"North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAB - Take A Break,2.3,Just spent the whole night throwing up because of a foodborne illness. This is why I hate eating out sometimes.,"North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAB - Take A Break,2.3,"I can't believe how often I hear about people getting sick from food. It's 2023, why are we still dealing with this?","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utsav Restaurant,2.3,"I used to love trying new restaurants, but now I'm too scared of getting food poisoning. It's just not worth it.","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utsav Restaurant,2.3,"Foodborne illness is not just a minor inconvenience. It can be incredibly dangerous and even deadly. Wake up, food industry.","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vaho Kafe & Pressery,2.3,"""I'm so sick and tired of hearing about recalls and outbreaks. When will we be able to trust the food we eat?""","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vaho Kafe & Pressery,2.3,"I don't care how delicious the food is, if it's not safe to eat then I don't want it. It's time for the food industry to step up their game.","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Hunger Room,2.3,"Foodborne illnesses can ruin your day, your week, or even your life. Stay vigilant and practice good food safety habits.","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
The Hunger Room,2.3,I can't believe how often restaurants get away with serving contaminated food. It's time for stricter regulations.,"North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Udupi Grand,2.3,Don't take chances with your health. Always cook your food to the appropriate temperature and avoid cross-contamination.,"North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Udupi Grand,2.3,"I can't believe how often I hear about people getting sick from food. It's 2023, why are we still dealing with this?","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arabian Mexico,2.3,Foodborne illnesses are no joke. Take every precaution to ensure that the food you eat is safe and healthy.,"North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arabian Mexico,2.3,I can't believe how often restaurants get away with serving contaminated food. It's time for stricter regulations.,"North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corner House Ice Cream,2.3,"Salmonella, E. coli, and other foodborne illnesses can have serious consequences. Don't take any chances with your health.","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Corner House Ice Cream,2.3,"I can't believe how often I hear about people getting sick from food. It's 2023, why are we still dealing with this?","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D2V Cafe,2.3,"Every year, millions of people suffer from foodborne illnesses. Protect yourself by following basic food safety practices.","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
D2V Cafe,2.3,I can't believe how often restaurants get away with serving contaminated food. It's time for stricter regulations.,"North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darjeeling Momos & Fast Food Center,2.3,It's easy to get sick from contaminated food. Don't risk it – follow food safety guidelines every time you cook or handle food.,"North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Darjeeling Momos & Fast Food Center,2.3,"I can't believe how often I hear about people getting sick from food. It's 2023, why are we still dealing with this?","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foodiction,2.3,"No one wants to get sick from food. Take care to wash your hands, keep food at the right temperature, and avoid cross-contamination.","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foodiction,2.3,I can't believe how often restaurants get away with serving contaminated food. It's time for stricter regulations.,"North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gorbandh,2.3,"Foodborne illnesses can cause nausea, vomiting, and diarrhea, among other unpleasant symptoms. Stay safe by practicing good food hygiene.","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gorbandh,2.3,"Whether you're cooking at home or eating out, always be aware of the risks of foodborne illnesses. Stay safe and healthy!","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juice Junction Food Court,2.3,Food poisoning is a nightmare. It's not just the physical symptoms but also the anxiety and fear of getting sick again. #StayVigilant #FoodSafetyFirst,"North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Juice Junction Food Court,2.3,Did you know that foodborne illnesses can be deadly? Don't take any chances – follow food safety guidelines every time you cook or eat.,"North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sher-E-Punjab,2.3,"Whether you're cooking at home or eating out, always be aware of the risks of foodborne illnesses. Stay safe and healthy!","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sher-E-Punjab,2.3,Food poisoning is a nightmare. It's not just the physical symptoms but also the anxiety and fear of getting sick again. #StayVigilant #FoodSafetyFirst,"North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subway,2.3,Did you know that foodborne illnesses can be deadly? Don't take any chances – follow food safety guidelines every time you cook or eat.,"North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Subway,2.3,"Whether you're cooking at home or eating out, always be aware of the risks of foodborne illnesses. Stay safe and healthy!","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAB - Take A Break,2.3,"Foodborne illnesses can be especially dangerous for pregnant women, young children, and people with weakened immune systems. Stay vigilant!","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TAB - Take A Break,2.3,"Whether you're cooking at home or eating out, always be aware of the risks of foodborne illnesses. Stay safe and healthy!","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utsav Restaurant,2.3,"Foodborne illnesses can cause nausea, vomiting, and diarrhea, among other unpleasant symptoms. Stay safe by practicing good food hygiene.","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utsav Restaurant,2.3,Did you know that foodborne illnesses can be deadly? Don't take any chances – follow food safety guidelines every time you cook or eat.,"North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vaho Kafe & Pressery,2.3,Food poisoning is a nightmare. It's not just the physical symptoms but also the anxiety and fear of getting sick again. #StayVigilant #FoodSafetyFirst,"North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vaho Kafe & Pressery,2.3,"Foodborne illnesses can be especially dangerous for pregnant women, young children, and people with weakened immune systems. Stay vigilant!","North Indian, European, Mediterranean, BBQ, Kebab",0,2.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utsav Restaurant,2.2,Food poisoning is a nightmare. It's not just the physical symptoms but also the anxiety and fear of getting sick again. #StayVigilant #FoodSafetyFirst,"North Indian, European, Mediterranean, BBQ, Kebab",0,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utsav Restaurant,2.2,Don't let foodborne illnesses ruin your summer barbecues or picnics. Practice good food safety habits and stay healthy!,"North Indian, European, Mediterranean, BBQ, Kebab",0,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vaho Kafe & Pressery,2.2,"Foodborne illnesses can cause nausea, vomiting, and diarrhea, among other unpleasant symptoms. Stay safe by practicing good food hygiene.","North Indian, European, Mediterranean, BBQ, Kebab",0,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vaho Kafe & Pressery,2.2,"When it comes to foodborne illnesses, an ounce of prevention is worth a pound of cure. Follow food safety guidelines to protect yourself.","North Indian, European, Mediterranean, BBQ, Kebab",0,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utsav Restaurant,2.2,Food poisoning is a nightmare. It's not just the physical symptoms but also the anxiety and fear of getting sick again. #StayVigilant #FoodSafetyFirst,"North Indian, European, Mediterranean, BBQ, Kebab",0,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Utsav Restaurant,2.2,It's not just raw meat that can make you sick – even fresh produce can be contaminated with harmful bacteria. Wash everything thoroughly!,"North Indian, European, Mediterranean, BBQ, Kebab",0,2.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
